image_name,annotation_id,category_id,category_name,bbox_orig_xywh,bbox_rect_xyxy,bbox_rect_xywh,gt_orientation,gt_width_mm,gt_dist_to_bottom_mm,gt_area_rect,transform_mode
Multimedia_39.jpg,27,1,cut_edge,"[350.0, 199.0, 43.0, 334.0]","[202.41934204101562, 107.10061645507812, 244.24203491210938, 338.7003173828125]","[202.41934204101562, 107.10061645507812, 41.82269287109375, 231.59970092773438]",vertical,41.82269287109375,461.2996826171875,9686.123160937801,affine_metric
Multimedia_39.jpg,28,1,cut_edge,"[344.0, 671.0, 20.0, 335.0]","[213.6474609375, 434.0953674316406, 239.01101684570312, 666.173095703125]","[213.6474609375, 434.0953674316406, 25.363555908203125, 232.07772827148438]",vertical,25.363555908203125,133.826904296875,5886.316436062567,affine_metric
Multimedia_44.jpg,42,1,cut_edge,"[221.0, 863.0, 337.0, 25.0]","[161.1668243408203, 539.375, 406.927978515625, 555.0]","[161.1668243408203, 539.375, 245.7611541748047, 15.625]",horizontal,15.625,245.0,3840.0180339813232,resize_fallback
Multimedia_44.jpg,43,1,cut_edge,"[704.0, 851.0, 327.0, 29.0]","[513.4002075195312, 531.875, 751.8687133789062, 550.0]","[513.4002075195312, 531.875, 238.468505859375, 18.125]",horizontal,18.125,250.0,4322.241668701172,resize_fallback
Multimedia_37.jpg,50,1,cut_edge,"[214.0, 1037.0, 362.0, 40.0]","[116.9058609008789, 576.2385864257812, 361.1311340332031, 632.7012939453125]","[116.9058609008789, 576.2385864257812, 244.22528076171875, 56.46270751953125]",horizontal,56.46270751953125,167.2987060546875,13789.620165748056,affine_metric
Multimedia_37.jpg,51,1,cut_edge,"[714.0, 1096.0, 330.0, 28.0]","[454.3443603515625, 576.3405151367188, 676.730712890625, 622.2236328125]","[454.3443603515625, 576.3405151367188, 222.3863525390625, 45.88311767578125]",horizontal,45.88311767578125,177.7763671875,10203.779183037579,affine_metric
Multimedia_42.jpg,52,1,cut_edge,"[432.0, 253.0, 18.0, 378.0]","[237.31338500976562, 127.92735290527344, 261.33428955078125, 385.052978515625]","[237.31338500976562, 127.92735290527344, 24.020904541015625, 257.1256103515625]",vertical,24.020904541015625,414.947021484375,6176.390107835177,affine_metric
Multimedia_42.jpg,53,1,cut_edge,"[438.0, 797.0, 19.0, 344.0]","[258.8347473144531, 497.0902099609375, 282.4118957519531, 731.158203125]","[258.8347473144531, 497.0902099609375, 23.5771484375, 234.0679931640625]",vertical,23.5771484375,68.841796875,5518.655819296837,affine_metric
Multimedia_47.jpg,60,1,cut_edge,"[239.0, 1052.0, 392.0, 29.0]","[108.84480285644531, 558.8658447265625, 353.85174560546875, 591.6714477539062]","[108.84480285644531, 558.8658447265625, 245.00694274902344, 32.80560302734375]",horizontal,32.80560302734375,208.32855224609375,8037.6005027676,affine_metric
Multimedia_47.jpg,61,1,cut_edge,"[795.0, 1047.0, 365.0, 28.0]","[456.2879638671875, 535.6467895507812, 684.4208374023438, 566.8080444335938]","[456.2879638671875, 535.6467895507812, 228.13287353515625, 31.1612548828125]",horizontal,31.1612548828125,233.19195556640625,7108.906619377434,affine_metric
Multimedia_33.jpg,62,1,cut_edge,"[348.0, 178.0, 39.0, 384.0]","[175.53932189941406, 88.38652801513672, 215.860107421875, 339.4826965332031]","[175.53932189941406, 88.38652801513672, 40.32078552246094, 251.09616088867188]",vertical,40.32078552246094,460.5173034667969,10124.394756328664,affine_metric
Multimedia_33.jpg,63,1,cut_edge,"[302.0, 799.0, 26.0, 338.0]","[170.72164916992188, 494.3154296875, 200.86563110351562, 715.0445556640625]","[170.72164916992188, 494.3154296875, 30.14398193359375, 220.7291259765625]",vertical,30.14398193359375,84.9554443359375,6653.654785655439,affine_metric
Multimedia_35.jpg,67,1,cut_edge,"[239.0, 919.0, 355.0, 29.0]","[124.04083251953125, 588.9899291992188, 379.4439697265625, 612.960205078125]","[124.04083251953125, 588.9899291992188, 255.40313720703125, 23.97027587890625]",horizontal,23.97027587890625,187.039794921875,6122.083659190685,affine_metric
Multimedia_35.jpg,68,1,cut_edge,"[735.0, 923.0, 326.0, 37.0]","[480.5242919921875, 586.8082885742188, 715.1349487304688, 616.0409545898438]","[480.5242919921875, 586.8082885742188, 234.61065673828125, 29.232666015625]",horizontal,29.232666015625,183.95904541015625,6858.294972136617,affine_metric
Multimedia_40.jpg,72,1,cut_edge,"[344.0, 178.0, 29.0, 320.0]","[215.71017456054688, 111.41018676757812, 238.11227416992188, 345.7508850097656]","[215.71017456054688, 111.41018676757812, 22.402099609375, 234.3406982421875]",vertical,22.402099609375,454.2491149902344,5249.723664551973,affine_metric
Multimedia_40.jpg,73,1,cut_edge,"[352.0, 632.0, 25.0, 327.0]","[220.75967407226562, 443.69525146484375, 240.17703247070312, 683.1431274414062]","[220.75967407226562, 443.69525146484375, 19.4173583984375, 239.4478759765625]",vertical,19.4173583984375,116.85687255859375,4649.445225581527,affine_metric
Multimedia_34.jpg,77,1,cut_edge,"[315.0, 167.0, 27.0, 377.0]","[171.24530029296875, 84.26239776611328, 192.44760131835938, 320.8426513671875]","[171.24530029296875, 84.26239776611328, 21.202301025390625, 236.58026123046875]",vertical,21.202301025390625,479.1573486328125,5016.04575351323,affine_metric
Multimedia_34.jpg,78,1,cut_edge,"[285.0, 769.0, 25.0, 353.0]","[158.42237854003906, 462.0210876464844, 178.0954132080078, 683.5401000976562]","[158.42237854003906, 462.0210876464844, 19.67303466796875, 221.51901245117188]",vertical,19.67303466796875,116.45989990234375,4357.9512115661055,affine_metric
Multimedia_32.jpg,82,1,cut_edge,"[283.0, 179.0, 32.0, 382.0]","[151.16830444335938, 74.1895751953125, 196.83514404296875, 302.6582336425781]","[151.16830444335938, 74.1895751953125, 45.666839599609375, 228.46865844726562]",vertical,45.666839599609375,497.3417663574219,10433.441578849219,affine_metric
Multimedia_32.jpg,83,1,cut_edge,"[245.0, 783.0, 23.0, 337.0]","[167.55352783203125, 434.9333190917969, 204.5453338623047, 636.4586791992188]","[167.55352783203125, 434.9333190917969, 36.99180603027344, 201.52536010742188]",vertical,36.99180603027344,163.54132080078125,7454.787031274755,affine_metric
Multimedia_45.jpg,90,1,cut_edge,"[219.0, 886.0, 339.0, 26.0]","[108.676025390625, 556.798583984375, 349.39910888671875, 580.5283203125]","[108.676025390625, 556.798583984375, 240.72308349609375, 23.729736328125]",horizontal,23.729736328125,219.4716796875,5712.2952994555235,affine_metric
Multimedia_45.jpg,91,1,cut_edge,"[706.0, 876.0, 331.0, 29.0]","[454.4165954589844, 542.3685302734375, 689.468017578125, 568.11962890625]","[454.4165954589844, 542.3685302734375, 235.05142211914062, 25.7510986328125]",horizontal,25.7510986328125,231.88037109375,6052.832354772836,affine_metric
Multimedia_38.jpg,97,1,cut_edge,"[249.0, 1040.0, 369.0, 28.0]","[161.16505432128906, 574.9827270507812, 400.0, 590.4630126953125]","[161.16505432128906, 574.9827270507812, 238.83494567871094, 15.48028564453125]",horizontal,15.48028564453125,209.5369873046875,3697.23318100255,resize_fallback
Multimedia_38.jpg,98,1,cut_edge,"[762.0, 1080.0, 340.0, 23.0]","[493.2038879394531, 597.0974731445312, 713.2686157226562, 609.8134155273438]","[493.2038879394531, 597.0974731445312, 220.06472778320312, 12.7159423828125]",horizontal,12.7159423828125,190.18658447265625,2798.330398980528,resize_fallback
