image_name,px_per_mm,n_gaps,n_valid_gaps,image_mean_gap_width_mm,image_trimmed_mean_gap_width_mm,image_recommended_gap_width_mm,image_std_gap_width_mm,gap_id,gap_index,orientation,bbox_x_px,bbox_y_px,bbox_w_px,bbox_h_px,area_px,length_px,thickness_px,score,valid_for_metric,n_valid_samples,mean_distance_mm,median_distance_mm,trimmed_mean_distance_mm,trimmed_std_distance_mm,std_distance_mm,min_distance_mm,max_distance_mm,range_distance_mm,cv_distance,robust_cv_distance,recommended_distance_mm,n_trimmed_samples
Multimedia_41.jpg,1.0,4,4,9.84325885772705,9.839286923408508,9.839286923408508,2.3379661681233608,0,0,vertical,209.0,104.0,21.0,231.0,2774.0,231.0,21.0,743.713459626524,True,10,11.150799751281738,10.98411750793457,11.099210739135742,1.0499286651611328,1.4155378341674805,9.000015258789062,13.71429443359375,4.7142791748046875,0.12694496051772164,0.09459489416297787,11.099210739135742,8
Multimedia_41.jpg,1.0,4,4,9.84325885772705,9.839286923408508,9.839286923408508,2.3379661681233608,1,1,vertical,213.0,431.0,18.0,234.0,2065.0,234.0,18.0,717.3849200179435,True,10,8.588878631591797,8.999977111816406,8.289666175842285,1.7402411699295044,2.7132036685943604,5.0000152587890625,14.571441650390625,9.571426391601562,0.31589731150869876,0.20992898061455223,8.289666175842285,8
Multimedia_41.jpg,1.0,4,4,9.84325885772705,9.839286923408508,9.839286923408508,2.3379661681233608,2,2,horizontal,119.0,565.0,107.0,20.0,939.0,107.0,20.0,385.1443967640957,True,10,7.477797508239746,3.500030517578125,6.998030185699463,5.628530502319336,6.391420364379883,0.857177734375,17.93655776977539,17.07938003540039,0.854719636007422,0.8043021183048464,6.998030185699463,8
Multimedia_41.jpg,1.0,4,4,9.84325885772705,9.839286923408508,9.839286923408508,2.3379661681233608,3,3,vertical,146.0,533.0,19.0,81.0,682.0,81.0,19.0,331.4944441124245,True,10,12.155559539794922,15.761905670166016,12.970240592956543,4.055290699005127,5.275976657867432,1.1428680419921875,16.650802612304688,15.5079345703125,0.4340381568281507,0.3126611777122579,12.970240592956543,8
Multimedia_42.jpg,1.0,2,2,3.2611204385757446,3.3402918577194214,3.3402918577194214,0.37599241733551025,0,0,vertical,241.0,128.0,7.0,71.0,342.0,71.0,7.0,310.77011827012177,True,10,3.6587436199188232,3.9365100860595703,3.7162842750549316,0.9425213932991028,1.4305157661437988,0.857147216796875,6.0000152587890625,5.1428680419921875,0.3909855170927603,0.2536192937729908,3.7162842750549316,8
Multimedia_42.jpg,1.0,2,2,3.2611204385757446,3.3402918577194214,3.3402918577194214,0.37599241733551025,1,1,vertical,272.0,660.0,9.0,69.0,276.0,69.0,9.0,305.0439533572266,True,10,2.863497257232666,3.0,2.964299440383911,0.5918340086936951,0.9137234687805176,0.85711669921875,4.063461780548096,3.2063450813293457,0.3190935372725155,0.1996539218106271,2.964299440383911,8
Multimedia_43.jpg,1.0,2,2,2.906342387199402,2.9384835958480835,2.9384835958480835,0.20038950443267822,0,0,vertical,246.0,599.0,10.0,70.0,266.0,70.0,10.0,305.9261663743428,True,10,2.7333312034606934,2.761909008026123,2.7380940914154053,0.6344282031059265,1.0059213638305664,0.857147216796875,4.5714111328125,3.714263916015625,0.3680202979269256,0.2317043103431011,2.7380940914154053,8
Multimedia_43.jpg,1.0,2,2,2.906342387199402,2.9384835958480835,2.9384835958480835,0.20038950443267822,1,1,vertical,220.0,115.0,7.0,57.0,238.0,57.0,7.0,277.29149403321117,True,10,3.0793535709381104,2.999969482421875,3.1388731002807617,0.7949994802474976,1.1432979106903076,0.8571624755859375,4.825387001037598,3.96822452545166,0.3712785441335362,0.2532754446735637,3.1388731002807617,8
Multimedia_45.jpg,1.0,2,2,7.664273262023926,7.681535243988037,7.681535243988037,2.092247486114502,0,0,horizontal,111.0,562.0,238.0,16.0,2597.0,238.0,16.0,750.4726215719174,True,10,9.914263725280762,9.5,9.773782730102539,1.285203218460083,1.5919045209884644,8.095197677612305,12.857177734375,4.761980056762695,0.16056709455178259,0.1314949650458006,9.773782730102539,8
Multimedia_45.jpg,1.0,2,2,7.664273262023926,7.681535243988037,7.681535243988037,2.092247486114502,1,1,horizontal,523.0,543.0,167.0,18.0,1092.0,167.0,18.0,538.4385375976562,True,10,5.41428279876709,5.944489002227783,5.589287757873535,1.4767858982086182,2.200622797012329,0.85711669921875,8.5714111328125,7.71429443359375,0.4064477011643061,0.26421718869784344,5.589287757873535,8
Multimedia_46.jpg,1.0,2,2,6.849193334579468,6.847204685211182,6.847204685211182,1.7222285270690918,0,0,horizontal,114.0,568.0,230.0,15.0,2215.0,230.0,15.0,717.1840034298275,True,10,8.74125862121582,8.37298583984375,8.569433212280273,1.333897352218628,1.6495758295059204,7.0,11.85711669921875,4.85711669921875,0.18871147748703507,0.155657593585899,8.569433212280273,8
Multimedia_46.jpg,1.0,2,2,6.849193334579468,6.847204685211182,6.847204685211182,1.7222285270690918,1,1,horizontal,531.0,557.0,147.0,14.0,916.0,147.0,14.0,490.3551740883159,True,10,4.957128047943115,5.341216564178467,5.12497615814209,1.2767510414123535,1.941074013710022,0.857177734375,7.71429443359375,6.85711669921875,0.3915722964863579,0.2491233133609742,5.12497615814209,8
Multimedia_47.jpg,1.0,2,2,5.6142895221710205,5.550596237182617,5.550596237182617,1.252974510192871,0,0,horizontal,112.0,566.0,241.0,21.0,1945.0,241.0,21.0,726.9001195187391,True,10,7.033334255218506,6.78570556640625,6.803570747375488,1.2164888381958008,1.7557332515716553,5.047604560852051,10.857177734375,5.809573173522949,0.24963028740870066,0.1788015269283512,6.803570747375488,8
Multimedia_47.jpg,1.0,2,2,5.6142895221710205,5.550596237182617,5.550596237182617,1.252974510192871,1,1,horizontal,537.0,536.0,147.0,21.0,785.0,147.0,21.0,484.97670428736683,True,10,4.195244789123535,4.079432010650635,4.297621726989746,1.2336585521697998,1.724745273590088,0.857177734375,6.71429443359375,5.85711669921875,0.4111191027664489,0.28705610464090603,4.297621726989746,8
