image_name,gap_id,gap_index,orientation,valid_for_metric,score,bbox_x_px,bbox_y_px,bbox_w_px,bbox_h_px,area_px,length_px,thickness_px,mean_width_px,mean_width_mm_nb04,n_valid_samples,n_trimmed_samples,mean_distance_mm,median_distance_mm,trimmed_mean_distance_mm,recommended_distance_mm,std_distance_mm,trimmed_std_distance_mm,min_distance_mm,max_distance_mm,range_distance_mm,cv_distance,robust_cv_distance
Multimedia_37.jpg,1,1,horizontal,True,705.8117874092526,452.0,580.0,225.0,33.0,2224.0,225.0,33.0,8.877456665039062,8.877456665039062,10,8,207.96823120117188,208.3968048095703,207.90673828125,207.90673828125,7.197795867919922,5.77071475982666,196.99993896484375,219.4285888671875,22.42864990234375,0.03461007398268127,0.027756266139004164
Multimedia_39.jpg,0,0,vertical,True,725.5782270711044,215.0,107.0,17.0,232.0,2330.0,232.0,17.0,9.035714149475098,9.035714149475098,10,8,577.5,577.5,577.5,577.5,73.72187805175781,58.80971145629883,462.0,693.0,231.0,0.12765693169135553,0.10183499819272525
Multimedia_39.jpg,1,1,vertical,True,688.0291139236184,220.0,435.0,17.0,229.0,1642.0,229.0,17.0,6.163444995880127,6.163444995880127,10,8,250.99996948242188,251.0,251.0,251.0,72.76446533203125,58.04596710205078,137.0,365.0,228.0,0.2898983035020931,0.23125883307589953
Multimedia_40.jpg,0,0,vertical,True,748.8678804701948,219.0,111.0,18.0,235.0,2695.0,235.0,18.0,10.444380760192871,10.444380760192871,10,8,572.0,572.0,572.0,572.0,74.67931365966797,59.573482513427734,455.0,689.0,234.0,0.13055824066375518,0.10414944495354499
Multimedia_40.jpg,1,1,vertical,True,727.1601847836952,223.0,443.0,19.0,238.0,2087.0,238.0,19.0,7.7628984451293945,7.7628984451293945,10,8,238.49996948242188,238.5,238.5,238.5,75.63674926757812,60.337257385253906,120.0,357.0,237.0,0.31713525763428985,0.2529864041310436
Multimedia_41.jpg,0,0,vertical,True,743.713459626524,209.0,104.0,21.0,231.0,2774.0,231.0,21.0,11.00185775756836,11.00185775756836,10,8,581.0,581.0,581.0,581.0,73.40274810791016,58.555145263671875,466.0,696.0,230.0,0.12633863701877823,0.10078338255365211
Multimedia_41.jpg,1,1,vertical,True,717.3849200179435,213.0,431.0,18.0,234.0,2065.0,234.0,18.0,7.81744909286499,7.81744909286499,10,8,252.5,252.5,252.5,252.5,74.36016845703125,59.31889724731445,136.0,369.0,233.0,0.2944957166615099,0.23492632573193842
Multimedia_41.jpg,2,2,horizontal,True,385.1443967640957,119.0,565.0,107.0,20.0,939.0,107.0,20.0,7.998684406280518,7.998684406280518,10,8,233.7857208251953,234.0,233.89285278320312,233.89285278320312,0.5578622817993164,0.34068936109542847,232.4285888671875,234.28564453125,1.8570556640625,0.002386211954392362,0.00145660441112844
Multimedia_41.jpg,3,3,vertical,True,331.4944441124245,146.0,533.0,19.0,81.0,682.0,81.0,19.0,13.112874031066895,13.112874031066895,10,8,227.0,227.0,227.0,227.0,25.531381607055664,20.36699104309082,187.0,267.0,80.0,0.11247304672711746,0.08972242750260273
Multimedia_42.jpg,0,0,vertical,True,310.77011827012177,241.0,128.0,7.0,71.0,342.0,71.0,7.0,3.792771577835083,3.792771577835083,10,8,637.0,637.0,637.0,637.0,22.339969635009766,17.821134567260742,602.0,672.0,70.0,0.035070595973327734,0.027976663370895983
Multimedia_42.jpg,1,1,vertical,True,305.0439533572266,272.0,660.0,9.0,69.0,276.0,69.0,9.0,2.9751603603363037,2.9751603603363037,10,8,106.0,106.0,106.0,106.0,21.70168685913086,17.311962127685547,72.0,140.0,68.0,0.20473289489746094,0.16332039743099572
Multimedia_43.jpg,0,0,vertical,True,305.9261663743428,246.0,599.0,10.0,70.0,266.0,70.0,10.0,2.777552366256714,2.777552366256714,10,8,166.5,166.5,166.5,166.5,22.02082061767578,17.566537857055664,132.0,201.0,69.0,0.13225718088694163,0.1055047318742082
Multimedia_43.jpg,1,1,vertical,True,277.29149403321117,220.0,115.0,7.0,57.0,238.0,57.0,7.0,3.147853374481201,3.147853374481201,10,8,657.0,657.0,657.0,657.0,17.87196922302246,14.256896018981934,629.0,685.0,56.0,0.02720238846730968,0.02169999394061177
Multimedia_45.jpg,0,0,horizontal,True,750.4726215719174,111.0,562.0,238.0,16.0,2597.0,238.0,16.0,9.904528617858887,9.904528617858887,10,8,235.81900024414062,235.99993896484375,235.84519958496094,235.84519958496094,1.0015298128128052,0.7181390523910522,234.0,237.42852783203125,3.42852783203125,0.0042470276431327975,0.0030449593786722362
Multimedia_45.jpg,1,1,horizontal,True,538.4385375976562,523.0,543.0,167.0,18.0,1092.0,167.0,18.0,5.5295209884643555,5.5295209884643555,10,8,249.16665649414062,249.44442749023438,249.2618865966797,249.2618865966797,4.251216888427734,3.002298355102539,241.42852783203125,256.142822265625,14.71429443359375,0.01706174071701165,0.012044755000833454
Multimedia_46.jpg,0,0,horizontal,True,717.1840034298275,114.0,568.0,230.0,15.0,2215.0,230.0,15.0,8.623589515686035,8.623589515686035,10,8,228.3095245361328,227.71429443359375,228.20831298828125,228.20831298828125,1.850063443183899,1.5444790124893188,226.0,231.42852783203125,5.42852783203125,0.008103312583838803,0.006767847289457109
Multimedia_46.jpg,1,1,horizontal,True,490.3551740883159,531.0,557.0,147.0,14.0,916.0,147.0,14.0,5.219610214233398,5.219610214233398,10,8,237.1142578125,236.99993896484375,237.1785430908203,237.1785430908203,3.097618579864502,2.14615797996521,231.42852783203125,242.28570556640625,10.857177734375,0.013063822515109862,0.00904870209588649
Multimedia_47.jpg,0,0,horizontal,True,726.9001195187391,112.0,566.0,241.0,21.0,1945.0,241.0,21.0,7.064020156860352,7.064020156860352,10,8,227.7809600830078,226.69049072265625,227.40475463867188,227.40475463867188,2.443840742111206,1.743132472038269,225.4285888671875,233.142822265625,7.7142333984375,0.010728907021994388,0.007665329930361255
Multimedia_47.jpg,1,1,horizontal,True,484.97670428736683,537.0,536.0,147.0,21.0,785.0,147.0,21.0,4.328476905822754,4.328476905822754,10,8,254.71267700195312,254.4285888671875,254.80157470703125,254.80157470703125,5.331960678100586,3.945607900619507,245.42852783203125,263.28570556640625,17.857177734375,0.02093323638563816,0.01548502164932118
